rock_type,geological_structure,joint_spacing_cm,weathering_grade,presence_of_clay_seams,slope_angle_degrees,bench_height_m,slope_aspect_degrees,bench_width_m,annual_rainfall_mm,pore_water_pressure_kPa,seepage_presence,seismic_activity,blast_vibration_intensity_mm_s,blast_frequency_per_month,time_since_last_rockfall_days,rockfall_event,rockfall_risk,high_risk_flag
granite,bedding plane,75,slightly weathered,0,66,14,180,10,1769,30,0,0,35,6,25,0,0.04,0
basalt,fault,80,slightly weathered,0,73,15,330,15,2409,90,1,1,42,6,5,1,0.99,1
granite,fault,65,slightly weathered,0,66,6,200,9,2108,47,1,0,27,8,95,0,0.04,0
granite,fault,28,slightly weathered,0,70,12,251,10,2111,70,1,0,30,8,45,0,0.2,0
sandstone,fault,35,slightly weathered,0,72,13,310,13,1702,50,1,1,35,7,45,0,0.06,0
granite,fault,33,slightly weathered,0,69,9,180,6,1600,60,1,1,21,8,30,0,0.1,0
granite,fault,36,slightly weathered,0,69,14,30,9,1952,58,0,1,26,7,40,0,0.07,0
basalt,fault,30,slightly weathered,1,67,5,125,6,1300,50,0,0,22,9,55,0,0.04,0
granite,fault,85,slightly weathered,1,73,10,120,7,1600,65,1,0,49,4,170,1,0.79,1
limestone,bedding plane,60,highly weathered,1,64,10,330,9,1913,70,1,0,42,9,40,1,0.9,1
limestone,fault,77,slightly weathered,0,65,9,278,10,1801,49,0,0,24,10,110,0,0.02,0
sandstone,fault,35,slightly weathered,0,59,5,80,6,1862,20,0,1,32,7,15,0,0.03,0
limestone,fault,65,slightly weathered,1,72,5,60,7,2122,75,1,0,22,10,50,0,0.08,0
granite,fault,27,slightly weathered,0,66,9,160,10,1800,32,1,0,35,8,30,0,0.1433333333333333,0
basalt,dyke,55,slightly weathered,0,64,13,135,10,1854,55,1,0,43,9,100,0,0.1,0
granite,dyke,50,slightly weathered,0,67,13,340,6,2121,40,0,0,32,10,130,0,0.11,0
sandstone,fault,30,fresh,0,49,8,240,7,2204,80,0,1,38,10,45,1,0.81,1
sandstone,bedding plane,28,slightly weathered,0,62,9,310,9,2006,55,1,0,31,9,95,0,0.07,0
limestone,bedding plane,90,fresh,0,66,13,35,11,2025,75,1,0,40,9,55,0,0.18,0
basalt,dyke,15,fresh,0,58,14,330,12,936,10,0,0,10,5,2,0,0.02,0
limestone,dyke,75,slightly weathered,0,63,12,250,8,1754,46,0,0,30,10,35,0,0.11,0
sandstone,fault,90,highly weathered,1,69,9,290,12,1902,80,1,1,33,10,150,1,0.93,1
limestone,fault,52,slightly weathered,0,69,9,185,7,2104,65,1,1,24,8,2,0,0.1,0
sandstone,joint,70,slightly weathered,0,67,7,330,6,1601,52,0,0,17,5,100,0,0.0,0
basalt,fault,70,highly weathered,1,73,8,270,10,1601,75,1,1,22,9,75,0,0.09,0
limestone,bedding plane,35,fresh,0,74,15,120,13,1701,78,0,0,41,12,20,1,0.93,1
basalt,joint,70,fresh,0,73,15,275,14,1651,48,1,1,43,7,125,1,0.78,1
sandstone,fault,50,slightly weathered,0,55,8,150,9,2203,55,0,1,48,6,30,0,0.1,0
basalt,dyke,77,slightly weathered,0,57,7,210,11,1600,66,1,0,33,8,185,0,0.05,0
limestone,fault,60,highly weathered,0,68,8,100,8,2012,80,1,1,48,9,75,1,0.97,1
limestone,dyke,45,slightly weathered,1,60,14,100,11,2118,78,1,0,33,10,50,0,0.17,0
basalt,dyke,65,slightly weathered,1,67,14,141,13,1409,55,1,0,38,6,165,1,0.7,0
basalt,dyke,95,highly weathered,1,58,6,330,9,800,75,0,0,32,12,150,0,0.13,0
basalt,fault,70,slightly weathered,1,67,14,270,14,1877,30,1,1,27,10,135,0,0.15,0
limestone,dyke,60,slightly weathered,0,73,10,310,14,2200,90,1,1,45,11,30,1,0.94,1
basalt,fault,20,slightly weathered,1,72,8,300,10,1027,12,1,0,33,11,75,0,0.11,0
basalt,dyke,75,fresh,0,70,15,100,10,2118,55,0,1,45,12,120,1,0.93,1
limestone,bedding plane,80,highly weathered,1,66,6,330,13,2120,75,1,1,32,9,75,0,0.19,0
limestone,bedding plane,90,highly weathered,1,60,9,180,9,1601,80,1,0,20,7,65,0,0.04,0
granite,fault,45,slightly weathered,1,68,10,110,7,933,20,1,0,30,8,40,0,0.12,0
granite,fault,25,fresh,0,66,15,135,15,1601,45,0,0,33,9,25,0,0.07,0
limestone,bedding plane,40,highly weathered,0,67,14,135,12,2304,90,1,1,45,10,30,1,0.98,1
granite,dyke,17,slightly weathered,1,57,9,130,9,1557,81,1,0,39,10,95,0,0.07,0
granite,fault,45,slightly weathered,0,69,9,133,9,1554,35,0,0,32,8,45,0,0.01,0
granite,bedding plane,42,fresh,1,58,13,150,7,1601,53,0,0,29,8,140,0,0.04,0
granite,dyke,35,fresh,0,70,14,340,9,2009,70,1,0,44,10,15,1,0.96,1
basalt,fault,40,highly weathered,0,55,10,240,8,1500,40,1,1,30,6,90,1,0.69,0
basalt,fault,40,fresh,0,60,10,90,9,1911,10,0,1,38,9,10,1,0.77,1
basalt,fault,75,slightly weathered,1,69,12,200,10,2112,75,1,1,48,11,120,0,0.38,0
granite,fault,25,fresh,0,67,5,90,10,1461,50,1,1,33,9,80,0,0.07,0
granite,dyke,20,slightly weathered,0,55,9,150,9,2202,15,0,0,20,11,10,0,0.06,0
basalt,dyke,15,fresh,0,58,11,278,8,994,49,0,1,24,8,135,0,0.0,0
granite,fault,65,slightly weathered,0,60,6,135,10,1601,55,1,0,27,8,75,1,0.65,0
limestone,bedding plane,55,highly weathered,1,73,13,235,11,1600,85,1,1,43,8,150,1,1.0,1
granite,fault,85,slightly weathered,1,66,13,60,13,2308,75,1,1,32,10,70,1,0.85,1
limestone,fault,90,slightly weathered,1,72,13,120,12,1700,80,1,0,28,5,180,1,0.83,1
limestone,bedding plane,69,highly weathered,0,66,10,210,12,1700,65,1,1,37,9,75,0,0.11,0
basalt,dyke,15,fresh,0,73,14,315,14,1912,90,0,1,22,12,10,1,0.92,1
basalt,fault,60,fresh,0,72,11,330,6,2122,25,0,0,20,11,10,0,0.11,0
limestone,bedding plane,31,highly weathered,1,55,6,100,11,1601,73,1,1,25,12,70,0,0.24,0
granite,fault,45,slightly weathered,0,68,10,80,8,1973,30,1,0,35,8,45,1,0.71,1
limestone,bedding plane,60,highly weathered,1,66,12,240,11,1700,80,1,0,30,8,75,1,0.84,1
basalt,dyke,65,slightly weathered,0,66,11,50,11,1868,40,0,0,35,7,75,0,0.03,0
limestone,fault,35,highly weathered,0,55,10,330,9,2024,80,1,1,38,7,30,1,0.87,1
limestone,bedding plane,35,slightly weathered,0,64,12,160,7,1907,65,0,1,43,11,90,1,0.82,1
granite,joint,85,slightly weathered,0,66,11,25,11,1702,42,0,0,29,7,80,0,0.03,0
granite,fault,55,slightly weathered,0,68,13,60,14,2000,55,1,1,28,9,130,0,0.23,0
limestone,dyke,95,slightly weathered,0,60,11,240,6,1703,65,1,1,35,10,150,1,0.81,1
granite,fault,75,slightly weathered,0,68,13,280,9,1601,30,0,0,34,8,75,0,0.07,0
basalt,dyke,40,highly weathered,1,73,7,314,10,938,70,1,1,44,9,8,0,0.25,0
limestone,dyke,60,slightly weathered,0,69,11,80,11,1701,36,1,0,39,6,95,0,0.08,0
sandstone,fault,35,slightly weathered,0,74,15,210,13,1872,58,0,1,44,8,70,1,0.82,1
limestone,dyke,47,highly weathered,1,69,12,180,6,1600,76,1,0,29,7,185,0,0.11,0
limestone,fault,40,slightly weathered,0,55,8,120,7,1550,10,0,0,20,8,90,0,0.0,0
sandstone,joint,90,fresh,1,55,9,95,6,1915,10,0,0,18,6,20,0,0.0,0
sandstone,bedding plane,18,fresh,0,58,6,80,13,1753,25,0,0,12,5,100,0,0.0,0
granite,dyke,50,fresh,0,66,14,290,6,1951,59,0,1,33,9,95,0,0.1,0
granite,fault,55,slightly weathered,1,66,8,210,6,1701,60,1,0,25,5,70,0,0.0,0
granite,fault,25,slightly weathered,0,60,10,330,12,1507,45,1,0,20,8,60,1,0.79,1
basalt,dyke,70,slightly weathered,0,66,9,240,7,1701,60,0,0,36,7,25,0,0.05,0
limestone,fault,40,slightly weathered,0,60,12,90,10,1802,50,0,0,35,5,10,0,0.06,0
limestone,dyke,65,fresh,0,72,15,40,11,2005,65,1,1,31,6,115,1,0.68,0
limestone,bedding plane,85,highly weathered,1,66,7,180,7,2301,80,1,0,34,12,120,1,0.86,1
limestone,bedding plane,70,highly weathered,0,66,7,180,15,1906,80,1,0,32,4,170,0,0.09,0
limestone,fault,53,slightly weathered,0,59,6,120,10,1319,37,0,0,36,7,25,0,0.0,0
granite,dyke,30,slightly weathered,0,73,14,330,14,2028,65,1,0,23,9,100,0,0.05,0
limestone,fault,55,fresh,0,73,15,280,15,2052,65,0,1,43,10,2,1,0.97,1
granite,dyke,64,highly weathered,0,67,12,261,13,2073,80,1,1,47,9,4,1,0.96,1
sandstone,joint,35,slightly weathered,0,62,7,210,9,1600,58,0,0,47,5,135,1,0.63,0
limestone,dyke,65,slightly weathered,1,66,6,60,8,2122,85,1,1,23,4,70,1,0.76,1
granite,bedding plane,22,highly weathered,1,74,8,310,11,1600,65,1,1,24,11,150,1,0.87,1
sandstone,fault,15,highly weathered,1,64,7,150,9,2305,81,1,1,29,4,187,0,0.11,0
basalt,dyke,65,fresh,0,55,9,120,9,1877,20,0,0,18,10,30,0,0.01,0
limestone,dyke,95,slightly weathered,0,65,7,60,12,1953,45,0,0,32,10,50,1,0.71,1
granite,joint,65,highly weathered,1,55,12,120,11,2103,75,1,1,38,12,15,1,1.0,1
sandstone,fault,60,highly weathered,1,55,6,60,13,1600,75,1,0,25,9,75,0,0.03,0
granite,fault,50,slightly weathered,0,73,15,260,14,2102,88,1,1,46,12,70,1,1.0,1
basalt,fault,60,slightly weathered,1,58,7,90,8,2311,8,1,0,42,6,115,0,0.13,0
granite,fault,50,slightly weathered,0,58,6,180,7,1323,55,1,1,32,7,85,0,0.01,0
basalt,dyke,90,fresh,0,73,11,170,13,1703,30,0,1,25,7,45,1,0.6,0
basalt,dyke,28,fresh,0,69,14,144,14,1251,78,0,0,31,11,89,0,0.08,0
granite,bedding plane,60,highly weathered,0,69,7,85,12,1308,50,0,0,22,6,125,0,0.0,0
limestone,bedding plane,60,highly weathered,1,72,8,330,6,2201,90,1,1,40,12,15,1,1.0,1
basalt,fault,75,slightly weathered,0,69,9,270,7,1600,27,0,1,22,7,75,0,0.0,0
granite,fault,45,slightly weathered,1,72,11,20,6,1415,50,0,0,32,9,120,0,0.1,0
limestone,fault,80,slightly weathered,0,52,9,210,7,1862,28,1,1,26,8,50,0,0.11,0
limestone,joint,70,highly weathered,1,72,13,210,13,2021,65,1,0,42,9,75,1,0.83,1
granite,fault,55,slightly weathered,0,74,6,180,12,2116,72,1,0,43,8,80,0,0.13,0
basalt,joint,25,fresh,0,60,9,330,7,1600,52,0,0,20,9,20,0,0.01,0
limestone,fault,40,slightly weathered,0,63,9,270,7,2119,80,1,1,43,9,12,0,0.32,0
basalt,dyke,19,slightly weathered,1,59,12,220,7,2202,64,1,1,46,10,15,1,0.9,1
basalt,fault,30,slightly weathered,0,66,14,250,9,1879,45,1,0,41,7,95,0,0.17,0
limestone,bedding plane,27,highly weathered,1,49,12,160,12,2122,83,1,1,29,12,2,1,0.97,1
limestone,bedding plane,65,highly weathered,0,69,14,330,14,1655,81,1,0,32,10,180,1,0.79,1
limestone,bedding plane,50,highly weathered,1,58,8,350,6,2201,85,1,0,25,6,150,0,0.12,0
basalt,dyke,20,fresh,0,72,7,240,6,1859,30,0,0,22,6,15,0,0.01,0
sandstone,fault,70,highly weathered,1,74,7,100,10,2307,80,1,1,28,7,70,1,0.86,1
granite,fault,62,slightly weathered,1,66,15,210,9,1908,66,1,1,23,9,95,1,0.79,1
granite,fault,60,highly weathered,1,68,13,240,7,1901,90,1,0,45,11,5,1,0.97,1
granite,fault,20,highly weathered,1,65,10,280,8,2007,80,1,0,40,8,45,1,0.93,1
granite,fault,47,slightly weathered,1,65,10,123,8,2018,60,1,0,20,8,46,0,0.16,0
limestone,bedding plane,75,slightly weathered,0,69,12,330,11,1915,65,1,0,27,5,70,0,0.15,0
granite,fault,52,slightly weathered,1,69,7,90,7,1315,35,0,0,22,7,85,0,0.0,0
limestone,bedding plane,52,slightly weathered,0,66,8,315,9,1652,67,0,0,22,8,135,0,0.02,0
granite,fault,58,slightly weathered,0,55,10,240,9,2008,65,1,0,40,11,30,0,0.13,0
granite,fault,45,slightly weathered,1,64,10,120,9,1601,46,1,0,27,10,120,0,0.02,0
limestone,bedding plane,75,highly weathered,1,64,10,250,9,1902,60,1,0,18,10,100,0,0.07,0
sandstone,bedding plane,50,highly weathered,1,71,10,330,9,1323,75,1,0,12,8,70,0,0.12,0
sandstone,joint,70,slightly weathered,0,58,10,330,7,2121,10,0,0,22,5,50,0,0.0,0
basalt,fault,50,slightly weathered,0,70,14,345,10,907,22,0,1,45,10,60,1,0.84,1
limestone,dyke,70,slightly weathered,1,66,9,230,10,2500,60,1,1,43,11,10,1,0.93,1
basalt,dyke,52,slightly weathered,0,67,12,185,10,1701,50,1,1,41,10,55,0,0.22,0
granite,fault,50,slightly weathered,0,68,11,110,12,1601,90,1,0,35,10,90,0,0.17,0
basalt,joint,55,slightly weathered,0,50,8,330,12,2007,50,0,1,20,9,60,0,0.01,0
basalt,joint,20,fresh,0,50,9,200,7,2121,10,0,0,35,10,60,0,0.07,0
sandstone,fault,65,slightly weathered,0,59,9,195,6,1459,60,1,0,28,8,100,0,0.01,0
granite,bedding plane,36,slightly weathered,0,46,6,135,7,1414,48,0,0,25,7,152,0,0.0,0
basalt,dyke,15,slightly weathered,0,73,9,330,11,1213,65,1,1,38,11,75,1,0.81,1
sandstone,fault,45,slightly weathered,1,69,12,245,9,1953,50,1,0,43,8,105,1,0.89,1
sandstone,bedding plane,35,highly weathered,0,55,8,330,14,1415,85,1,0,28,9,100,0,0.04,0
granite,fault,55,slightly weathered,0,73,9,270,10,1323,36,0,1,37,10,85,0,0.08,0
basalt,fault,65,fresh,0,70,7,250,13,2101,50,0,1,45,10,30,0,0.26,0
sandstone,joint,20,slightly weathered,0,52,6,260,6,1312,45,0,0,18,7,20,0,0.0,0
basalt,joint,55,fresh,0,58,9,120,10,1802,30,0,0,42,12,90,0,0.05,0
sandstone,joint,65,slightly weathered,0,67,8,210,8,1874,65,0,1,46,9,85,0,0.11,0
basalt,fault,40,slightly weathered,0,63,7,130,13,1601,35,0,1,27,10,50,0,0.03,0
sandstone,joint,20,fresh,0,58,7,130,9,1913,15,0,0,28,4,20,0,0.0,0
limestone,bedding plane,90,highly weathered,1,66,9,150,9,2007,85,1,0,20,8,160,0,0.15,0
granite,fault,40,highly weathered,0,67,14,230,14,2103,85,1,1,38,10,90,1,0.95,1
granite,fault,75,slightly weathered,0,69,13,330,9,2008,75,1,0,47,10,65,0,0.29,0
sandstone,fault,30,fresh,1,67,13,45,11,900,80,1,0,36,11,85,0,0.14,0
basalt,dyke,25,fresh,1,73,8,60,10,1958,30,0,1,43,10,25,0,0.22,0
granite,fault,48,fresh,0,74,15,360,9,1910,32,0,0,33,4,130,0,0.13,0
granite,fault,30,fresh,1,52,15,200,15,1914,20,0,0,38,5,105,0,0.08,0
granite,fault,38,slightly weathered,0,69,15,180,11,1702,38,1,0,33,7,110,0,0.04,0
sandstone,joint,50,slightly weathered,1,72,9,150,7,1700,75,1,0,40,12,50,0,0.25,0
limestone,fault,60,slightly weathered,0,52,9,135,13,1701,64,1,1,28,10,80,1,0.7,0
granite,dyke,60,fresh,1,74,15,270,10,1903,70,1,1,36,10,95,0,0.16,0
basalt,fault,78,fresh,0,67,9,80,6,2020,65,0,1,25,4,150,0,0.07,0
granite,fault,58,fresh,0,63,11,330,9,2027,60,1,0,44,12,65,0,0.24,0
limestone,bedding plane,75,highly weathered,1,66,10,270,10,1879,85,1,0,48,9,120,1,0.87,1
limestone,bedding plane,55,slightly weathered,0,73,12,60,13,2121,70,1,1,48,7,55,0,0.24,0
limestone,bedding plane,75,fresh,0,55,8,250,11,2500,20,0,0,28,11,75,0,0.07,0
granite,fault,80,slightly weathered,1,67,15,180,7,1800,62,0,0,35,10,7,0,0.09,0
granite,fault,25,slightly weathered,0,68,14,100,11,2117,55,1,1,40,11,45,1,0.94,1
limestone,fault,60,slightly weathered,0,73,8,195,9,1904,50,0,1,22,10,90,0,0.07,0
limestone,bedding plane,65,fresh,0,50,6,60,8,2000,55,0,0,20,5,60,0,0.02,0
basalt,fault,19,slightly weathered,1,69,13,130,10,994,45,1,0,36,8,75,0,0.11,0
limestone,bedding plane,45,fresh,0,55,8,150,10,917,25,0,0,20,6,30,0,0.0,0
basalt,fault,75,highly weathered,0,60,9,270,7,1600,60,0,1,20,10,95,0,0.03,0
limestone,bedding plane,45,highly weathered,1,64,13,150,6,2107,70,1,0,32,8,100,0,0.15,0
limestone,fault,85,slightly weathered,1,65,9,330,11,1508,50,1,0,30,6,120,0,0.08,0
granite,fault,15,slightly weathered,0,65,10,330,10,2014,30,1,0,35,8,45,1,0.8,1
limestone,bedding plane,70,highly weathered,0,52,9,180,13,2202,75,1,1,48,7,70,1,0.92,1
sandstone,fault,65,slightly weathered,1,69,15,270,10,1554,65,1,1,43,9,90,1,0.9,1
limestone,bedding plane,40,slightly weathered,1,47,9,230,13,1911,55,1,0,30,8,100,1,0.68,0
granite,fault,78,slightly weathered,0,48,8,75,9,2009,55,0,0,31,5,95,0,0.07,0
basalt,dyke,75,slightly weathered,0,60,13,125,10,1702,50,0,1,31,9,40,0,0.04,0
sandstone,fault,30,highly weathered,0,65,7,85,7,916,20,0,0,15,6,45,0,0.0,0
limestone,bedding plane,80,highly weathered,0,45,6,330,14,2426,8,0,0,25,9,15,0,0.07,0
sandstone,bedding plane,55,highly weathered,1,74,6,250,9,2118,82,1,1,44,4,180,1,0.91,1
limestone,fault,25,slightly weathered,0,65,10,250,7,1506,30,1,0,35,8,45,0,0.11,0
basalt,dyke,55,fresh,0,74,11,90,14,2029,50,0,0,42,11,15,0,0.24,0
sandstone,bedding plane,30,highly weathered,1,72,6,350,7,2500,85,1,1,45,11,90,1,0.94,1
sandstone,joint,52,slightly weathered,1,69,6,90,6,1911,30,0,0,19,5,100,0,0.02,0
basalt,dyke,55,fresh,0,73,11,150,9,1702,48,0,0,28,6,105,0,0.05,0
limestone,bedding plane,70,highly weathered,1,65,12,330,13,2306,75,1,1,46,10,5,1,1.0,1
sandstone,joint,25,slightly weathered,0,73,15,330,9,1655,35,0,0,33,6,105,0,0.09,0
basalt,joint,55,slightly weathered,0,59,7,330,7,1700,60,1,1,32,7,70,0,0.07,0
granite,fault,55,slightly weathered,0,66,9,180,10,1651,65,0,1,27,9,35,0,0.02,0
granite,fault,89,slightly weathered,0,69,6,210,14,1364,45,1,1,32,7,40,0,0.12,0
sandstone,fault,15,fresh,0,72,14,300,13,1802,40,0,1,42,7,10,1,0.95,1
sandstone,bedding plane,55,slightly weathered,1,70,14,220,12,2123,80,1,0,40,10,155,1,0.92,1
granite,fault,40,slightly weathered,0,72,12,250,7,2004,65,0,0,30,7,25,1,0.77,1
limestone,bedding plane,58,highly weathered,1,67,6,208,12,1456,60,1,0,28,11,120,1,0.68,0
limestone,dyke,22,fresh,0,49,9,200,13,1700,50,0,0,36,9,60,0,0.03,0
sandstone,bedding plane,65,highly weathered,1,55,8,200,14,1451,70,1,1,40,7,70,1,0.83,1
granite,fault,45,slightly weathered,0,60,9,180,7,1505,40,0,0,20,8,90,0,0.0,0
limestone,bedding plane,60,highly weathered,1,69,9,10,7,1914,95,1,0,22,9,20,0,0.23,0
granite,fault,40,slightly weathered,1,58,11,45,10,1761,55,1,1,35,7,85,0,0.09,0
limestone,bedding plane,60,slightly weathered,0,50,8,100,10,1601,55,0,0,38,9,75,0,0.05,0
limestone,fault,60,slightly weathered,1,58,6,210,7,2428,72,1,1,29,9,180,0,0.12,0
sandstone,fault,42,slightly weathered,0,69,13,180,11,1450,65,0,1,31,9,95,0,0.01,0
granite,dyke,66,slightly weathered,1,75,13,130,12,1554,51,1,0,29,7,80,0,0.03,0
sandstone,joint,50,slightly weathered,0,68,8,90,12,1800,40,0,0,25,9,60,0,0.0,0
sandstone,fault,60,slightly weathered,0,69,10,120,11,1911,35,1,0,42,5,100,0,0.11,0
basalt,dyke,55,slightly weathered,0,67,12,70,10,1801,25,0,1,35,10,55,0,0.05,0
granite,fault,50,fresh,0,60,5,40,12,2204,42,1,1,39,9,25,0,0.21,0
granite,bedding plane,60,highly weathered,1,65,7,330,10,2023,75,1,1,46,10,140,1,0.91,1
basalt,fault,55,slightly weathered,0,68,12,170,8,1700,40,1,0,45,8,30,0,0.2,0
granite,bedding plane,70,highly weathered,1,73,10,210,7,2120,95,1,1,42,11,120,1,1.0,1
sandstone,bedding plane,70,highly weathered,1,52,7,270,7,1601,20,1,0,16,8,75,0,0.03,0
granite,dyke,55,slightly weathered,0,68,11,180,9,1654,55,1,1,32,7,115,0,0.05,0
granite,bedding plane,50,fresh,1,58,7,180,7,1316,25,0,0,30,7,90,0,0.03,0
sandstone,bedding plane,38,slightly weathered,0,73,10,125,9,1411,65,1,0,25,7,78,0,0.03,0
limestone,bedding plane,29,slightly weathered,1,74,11,160,10,1653,65,1,0,30,7,75,0,0.12,0
basalt,fault,65,slightly weathered,0,62,9,200,9,1700,40,1,0,32,7,85,0,0.02,0
sandstone,fault,30,highly weathered,0,58,14,150,6,1909,80,1,0,17,4,150,0,0.01,0
limestone,fault,35,highly weathered,0,71,7,330,13,1601,88,1,1,42,8,50,0,0.22,0
granite,fault,52,slightly weathered,1,66,12,150,10,1854,50,1,0,33,8,60,0,0.15,0
granite,fault,55,slightly weathered,0,66,9,300,9,1767,60,1,0,38,11,80,0,0.17,0
limestone,bedding plane,25,fresh,1,52,7,90,14,2310,95,1,0,20,11,20,1,0.75,1
sandstone,fault,50,slightly weathered,0,50,6,115,7,1915,25,0,0,22,8,100,0,0.01,0
granite,fault,45,slightly weathered,1,62,9,120,9,1961,65,1,0,30,8,45,1,0.75,1
limestone,bedding plane,50,fresh,0,50,9,30,13,1600,72,0,0,20,6,55,0,0.02,0
granite,dyke,15,slightly weathered,0,73,6,180,14,1417,40,0,0,38,5,75,0,0.06,0
granite,fault,60,slightly weathered,0,68,14,85,14,1422,65,0,1,22,11,15,1,0.76,1
sandstone,fault,58,slightly weathered,0,72,14,100,9,2012,65,0,0,27,7,65,0,0.04,0
basalt,fault,30,slightly weathered,0,73,9,160,14,1954,50,1,1,38,7,75,0,0.1,0
granite,fault,53,slightly weathered,1,71,14,110,10,2019,65,1,0,42,9,25,0,0.15,0
sandstone,fault,15,highly weathered,1,72,14,85,12,1801,85,1,1,20,5,120,1,0.86,1
granite,fault,55,fresh,0,55,8,180,10,1556,30,0,0,22,7,20,0,0.0,0
sandstone,bedding plane,55,fresh,0,47,6,90,14,1411,15,0,0,15,5,150,0,0.0,0
limestone,dyke,20,slightly weathered,0,66,10,180,9,2023,55,0,0,30,7,75,0,0.0,0
granite,fault,55,slightly weathered,0,69,14,160,10,2111,70,1,1,46,12,90,1,0.97,1
granite,joint,50,slightly weathered,0,63,6,240,9,2105,50,0,1,30,9,122,1,0.75,1
sandstone,joint,25,fresh,0,58,5,100,5,2409,10,0,0,15,4,150,0,0.01,0
granite,fault,50,slightly weathered,1,72,11,120,14,1701,60,1,1,45,6,75,0,0.21,0
granite,fault,50,slightly weathered,0,67,8,120,7,1702,55,1,0,29,6,105,0,0.0,0
granite,fault,35,slightly weathered,1,59,10,195,7,1320,55,1,1,43,10,25,0,0.21,0
granite,fault,40,slightly weathered,0,70,10,120,9,2204,20,1,1,40,11,120,1,0.8,1
granite,joint,45,slightly weathered,0,65,12,160,10,1801,45,1,0,30,8,45,0,0.22,0
granite,fault,31,slightly weathered,1,74,12,205,11,1227,62,1,1,39,12,70,1,0.84,1
granite,fault,55,slightly weathered,1,69,11,160,9,1910,30,1,0,20,8,75,0,0.09,0
basalt,dyke,71,slightly weathered,0,59,13,240,14,1255,44,0,0,31,9,135,0,0.0,0
sandstone,bedding plane,55,highly weathered,1,65,9,205,8,2029,85,1,0,30,7,90,0,0.08,0
sandstone,bedding plane,35,slightly weathered,1,71,10,125,7,2004,65,1,0,42,8,35,1,0.77,1
granite,fault,78,slightly weathered,1,68,7,180,13,2306,80,1,0,31,9,35,0,0.12,0
limestone,bedding plane,70,highly weathered,0,74,14,210,8,2311,95,1,1,48,10,2,1,1.0,1
sandstone,fault,60,fresh,0,47,7,110,6,1455,18,0,0,17,5,120,0,0.0,0
granite,dyke,43,slightly weathered,1,66,12,130,9,1700,55,1,1,36,9,155,0,0.16,0
limestone,fault,55,slightly weathered,1,60,9,300,8,2030,60,1,1,35,9,90,1,0.69,0
basalt,dyke,50,fresh,0,68,11,200,15,1406,20,0,0,38,8,50,0,0.04,0
basalt,fault,77,fresh,0,58,10,230,8,1651,58,0,1,44,10,41,0,0.19,0
basalt,fault,35,slightly weathered,0,50,7,120,6,965,20,0,0,18,6,150,0,0.0,0
limestone,dyke,55,fresh,1,50,7,330,7,1253,15,0,0,27,4,150,0,0.0,0
sandstone,fault,45,fresh,0,68,14,195,7,2117,70,0,1,35,5,60,1,0.82,1
limestone,fault,45,slightly weathered,0,68,11,200,12,2123,55,0,1,35,7,20,0,0.17,0
basalt,dyke,40,fresh,0,64,9,170,9,1199,55,0,0,38,8,80,0,0.01,0
granite,dyke,70,highly weathered,0,68,11,150,8,2009,70,1,1,33,11,80,0,0.26,0
granite,fault,52,slightly weathered,1,65,9,120,9,2117,67,1,0,29,9,30,0,0.1,0
limestone,bedding plane,40,slightly weathered,0,70,12,120,8,1800,55,1,0,40,10,45,1,0.84,1
limestone,bedding plane,38,highly weathered,1,73,6,330,14,2311,80,1,0,47,12,160,1,0.96,1
granite,bedding plane,45,slightly weathered,0,65,10,135,10,1502,50,1,0,35,8,45,1,0.73,1
granite,joint,70,slightly weathered,0,69,9,250,10,2010,40,1,0,42,8,70,0,0.18,0
basalt,joint,35,fresh,0,65,7,240,7,1801,20,0,0,25,6,90,0,0.01,0
limestone,dyke,33,slightly weathered,0,74,15,125,14,1505,65,1,1,49,12,15,1,0.95,1
basalt,dyke,70,slightly weathered,0,68,11,350,11,2031,60,1,1,38,11,40,1,0.88,1
basalt,dyke,19,fresh,0,58,14,160,14,1911,21,0,0,33,10,55,0,0.06,0
granite,fault,45,slightly weathered,1,68,13,135,7,1600,45,1,0,35,8,60,0,0.14,0
basalt,dyke,35,slightly weathered,1,74,9,270,10,2118,65,1,1,41,11,95,0,0.22,0
granite,fault,65,slightly weathered,1,65,10,120,8,1801,40,1,0,30,8,30,0,0.17,0
granite,fault,45,highly weathered,1,67,6,190,14,1902,70,1,1,32,8,20,0,0.26,0
sandstone,bedding plane,60,highly weathered,1,66,14,220,10,1420,78,1,0,39,9,70,1,0.86,1
limestone,bedding plane,37,highly weathered,1,58,12,120,9,2007,70,1,0,40,9,50,1,0.9,1
sandstone,joint,55,fresh,0,47,12,90,12,1801,52,0,1,25,10,60,0,0.15,0
sandstone,fault,42,slightly weathered,0,69,7,318,10,967,14,0,0,20,7,158,0,0.0,0
granite,fault,27,slightly weathered,1,65,10,120,7,1556,40,1,0,25,8,60,0,0.04,0
limestone,bedding plane,38,slightly weathered,1,52,7,95,7,1703,80,1,0,28,7,70,0,0.0,0
limestone,bedding plane,70,highly weathered,1,69,12,219,12,2006,86,1,1,49,10,8,1,0.99,1
limestone,fault,47,slightly weathered,0,66,12,225,12,1600,62,1,0,43,9,87,0,0.09,0
granite,fault,60,slightly weathered,0,73,10,210,7,1200,89,1,1,35,8,60,0,0.13,0
